pl_name,hostname,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,sy_dist
Kepler-368 b,Kepler-368,0.186,3.26,10.7,1.7,0.0,107.58,800.0,770.978
Kepler-368 c,Kepler-368,0.36,3.88,14.3,1.35,0.0,28.681,575.0,770.978
Kepler-369 b,Kepler-369,0.03,1.13,1.51,5.75,0.0,40.295,687.0,214.0
Kepler-369 c,Kepler-369,0.094,1.41,2.57,5.04,0.0,4.21,391.0,214.0
Kepler-37 c,Kepler-37,0.139,0.755,1.3,15.0,0.099,23.9,615.0,63.9207
Kepler-37 d,Kepler-37,0.2109,2.03,2.0,1.3,0.1,10.39,499.0,63.9207
Kepler-370 b,Kepler-370,0.054,1.59,3.15,4.31,0.0,361.514,1040.0,1167.94
Kepler-370 c,Kepler-370,0.14,1.91,4.31,3.4,0.0,54.197,647.0,1167.94
Kepler-371 b,Kepler-371,0.2,1.89,4.23,3.44,0.0,41.737,554.0,813.192
Kepler-371 c,Kepler-371,0.313,1.78,3.82,3.72,0.0,17.063,443.0,813.192
Kepler-372 b,Kepler-372,0.075,1.36,2.42,5.29,0.0,384.627,1081.0,1493.95
Kepler-372 c,Kepler-372,0.154,2.09,5.02,3.02,0.0,91.881,755.0,1493.95
Kepler-372 d,Kepler-372,0.201,1.69,3.5,3.98,0.0,53.471,660.0,1493.95
Kepler-373 b,Kepler-373,0.06,1.36,2.42,5.29,0.0,453.872,1054.0,1090.45
Kepler-373 c,Kepler-373,0.126,1.24,2.07,5.97,0.0,103.756,729.0,1090.45
Kepler-374 b,Kepler-374,0.029,1.03,1.08,5.43,0.0,2014.661,1761.0,1265.61
Kepler-374 c,Kepler-374,0.042,1.1,1.37,5.66,0.0,966.591,1467.0,1265.61
Kepler-374 d,Kepler-374,0.056,1.31,2.27,5.55,0.0,548.099,1272.0,1265.61
Kepler-375 b,Kepler-375,0.101,1.45,2.7,4.87,0.0,64.444,851.0,1238.81
Kepler-375 c,Kepler-375,0.141,2.65,7.51,2.22,0.0,33.152,720.0,1238.81
Kepler-376 b,Kepler-376,0.057,1.07,1.24,5.56,0.0,689.912,1242.0,923.067
Kepler-376 c,Kepler-376,0.115,1.79,3.86,3.7,0.0,168.29,873.0,923.067
Kepler-377 b,Kepler-377,0.109,1.39,2.51,5.14,0.0,139.112,875.0,823.804
Kepler-377 c,Kepler-377,0.182,2.06,4.9,3.08,0.0,49.855,677.0,823.804
Kepler-378 b,Kepler-378,0.112,0.75,0.347,4.52,0.0,17.819,503.0,152.094
Kepler-378 c,Kepler-378,0.166,0.7,0.271,4.34,0.0,8.166,414.0,152.094
Kepler-379 b,Kepler-379,0.152,1.66,3.39,4.07,0.0,90.346,775.0,731.274
Kepler-379 c,Kepler-379,0.326,2.29,5.86,2.68,0.0,19.793,530.0,731.274
Kepler-380 b,Kepler-380,0.05,1.19,1.81,5.9,0.0,808.093,1317.0,813.713
Kepler-380 c,Kepler-380,0.078,1.27,2.15,5.77,0.0,333.565,1056.0,813.713
Kepler-381 b,Kepler-381,0.066,0.99,0.937,5.31,0.0,716.085,1576.0,267.323
Kepler-381 c,Kepler-381,0.117,1.12,1.46,5.71,0.0,225.331,1180.0,267.323
Kepler-381 d,Kepler-381,0.08364,1.0667865,1.23,5.57,0.0,436.7,1387.0,267.323
Kepler-382 b,Kepler-382,0.055,1.32,2.3,5.5,0.0,381.465,1166.0,935.446
Kepler-382 c,Kepler-382,0.097,1.59,3.15,4.31,0.0,124.743,882.0,935.446
Kepler-383 b,Kepler-383,0.095,1.32,2.3,5.5,0.0,20.91,545.0,470.0
Kepler-383 c,Kepler-383,0.172,1.24,2.07,5.97,0.0,6.44,406.0,470.0
Kepler-384 b,Kepler-384,0.148,1.12,1.46,5.71,0.0,101.549,670.0,895.678
Kepler-384 c,Kepler-384,0.236,1.13,1.51,5.75,0.0,40.099,531.0,895.678
Kepler-385 b,Kepler-385,0.097,2.73,12.8,3.46,0.0,143.919,951.0,1432.61
Kepler-385 c,Kepler-385,0.127,3.04,13.2,2.58,0.0,83.155,829.0,1432.61
Kepler-385 d,Kepler-385,0.2872,2.6186448,7.36,2.25,0.0,15.0,535.0,1432.61
Kepler-386 b,Kepler-386,0.096,1.39,2.51,5.14,0.0,43.262,651.0,882.462
Kepler-386 c,Kepler-386,0.155,1.58,3.12,4.35,0.0,16.657,513.0,882.462
Kepler-387 b,Kepler-387,0.068,1.03,1.08,5.43,0.0,304.081,994.0,801.052
Kepler-387 c,Kepler-387,0.098,0.89,0.64,4.99,0.0,144.963,826.0,801.052
Kepler-388 b,Kepler-388,0.036,0.81,0.457,4.73,0.0,112.21,830.0,425.0
Kepler-388 c,Kepler-388,0.093,0.86,0.566,4.89,0.0,16.64,515.0,425.0
Kepler-389 b,Kepler-389,0.041,1.51,2.89,4.61,0.0,167.058,1047.0,816.559
Kepler-389 c,Kepler-389,0.11,1.46,2.73,4.82,0.0,22.735,636.0,816.559
Kepler-390 b,Kepler-390,0.065,0.82,0.477,4.75,0.0,99.972,786.0,435.277
Kepler-390 c,Kepler-390,0.101,0.79,0.418,4.66,0.0,41.351,630.0,435.277
Kepler-391 b,Kepler-391,0.082,3.2,10.3,1.73,0.0,748.708,1425.0,869.236
Kepler-391 c,Kepler-391,0.161,3.54,12.3,1.52,0.0,193.095,1015.0,869.236
Kepler-392 b,Kepler-392,0.059,1.0,0.972,5.34,0.0,450.654,1125.0,681.428
Kepler-392 c,Kepler-392,0.093,1.1,1.37,5.66,0.0,185.098,901.0,681.428
Kepler-393 b,Kepler-393,0.091,1.29,2.21,5.66,0.0,429.813,1052.0,881.404
Kepler-393 c,Kepler-393,0.124,1.33,2.33,5.44,0.0,231.213,901.0,881.404
Kepler-394 b,Kepler-394,0.083,1.6,3.19,4.28,0.0,164.78,1035.0,1058.72
Kepler-394 c,Kepler-394,0.11,1.66,3.39,4.07,0.0,94.528,901.0,1058.72
Kepler-394 d,Kepler-394,0.05904,1.50066814,2.86,4.65,0.0,302.0,1165.0,1058.72
Kepler-395 b,Kepler-395,0.061,1.03,1.08,5.43,0.0,17.8,576.0,421.382
Kepler-395 c,Kepler-395,0.177,1.32,2.3,5.5,0.0,2.11,341.0,421.382
Kepler-396 b,Kepler-396,0.24067,3.5,75.5,9.68,0.0,13.731,496.0,223.757
Kepler-396 c,Kepler-396,0.38946,5.3,17.9,0.661,0.0,5.244,390.0,223.757
Kepler-397 b,Kepler-397,0.144,2.46,6.62,2.44,0.0,20.01,539.0,969.0
Kepler-397 c,Kepler-397,0.48,6.18,31.6,0.736,0.0,1.8,295.0,969.0
Kepler-398 b,Kepler-398,0.044,0.93,0.749,5.12,0.0,81.287,755.0,177.355
Kepler-398 c,Kepler-398,0.087,1.01,1.01,5.39,0.0,20.556,536.0,177.355
Kepler-398 d,Kepler-398,0.0618,0.88,0.615,4.96,0.0,40.831,636.0,177.355
Kepler-399 b,Kepler-399,0.103,0.96,0.84,5.22,0.0,35.63,773.0,740.537
Kepler-399 c,Kepler-399,0.155,1.43,2.63,4.94,0.0,15.69,630.0,740.537
Kepler-399 d,Kepler-399,0.261,1.89,4.23,3.44,0.0,5.57,486.0,740.537
Kepler-4 b,Kepler-4,0.0456,4.002,24.472,1.91,0.0,1245.431,1650.0,487.916
Kepler-40 b,Kepler-40,0.08,13.11,699.2,1.68,0.0,1187.965,1620.0,2305.01
Kepler-400 b,Kepler-400,0.087,1.65,3.36,4.11,0.0,183.39,939.0,845.97
Kepler-400 c,Kepler-400,0.134,1.49,2.83,4.7,0.0,76.86,755.0,845.97
Kepler-401 b,Kepler-401,0.122,1.71,3.57,3.92,0.0,254.25,889.0,965.56
Kepler-401 c,Kepler-401,0.269,2.15,5.27,2.91,0.0,51.996,598.0,965.56
Kepler-401 d,Kepler-401,0.66886,2.27,5.77,2.71,0.0,8.485,380.0,965.56
Kepler-402 b,Kepler-402,0.051,1.22,1.98,5.99,0.0,619.844,1311.0,625.339
Kepler-402 c,Kepler-402,0.068,1.56,3.05,4.41,0.0,353.973,1140.0,625.339
Kepler-402 d,Kepler-402,0.087,1.38,2.48,5.19,0.0,214.277,1006.0,625.339
Kepler-402 e,Kepler-402,0.102,1.46,2.73,4.82,0.0,157.481,931.0,625.339
Kepler-403 b,Kepler-403,0.076,1.25,2.1,5.91,0.0,689.457,1194.0,840.269
Kepler-403 c,Kepler-403,0.297,1.75,3.71,3.8,0.0,45.154,604.0,840.269
Kepler-403 d,Kepler-403,0.12178,1.42,2.6,4.99,0.0,285.295,958.0,840.269
Kepler-404 b,Kepler-404,0.102,1.27,2.15,5.77,0.0,44.534,730.0,812.524
Kepler-404 c,Kepler-404,0.118,1.72,3.61,3.9,0.0,33.153,678.0,812.524
Kepler-405 b,Kepler-405,0.095,2.08,4.98,3.04,0.0,55.623,785.0,1065.08
Kepler-405 c,Kepler-405,0.188,4.66,19.6,1.06,0.0,14.086,557.0,1065.08
Kepler-406 b,Kepler-406,0.03599,1.43,6.35,11.82,0.0,826.933,1302.0,364.03
Kepler-406 c,Kepler-406,0.05531,0.85,2.71,24.39,0.0,349.769,1050.0,364.03
Kepler-409 b,Kepler-409,0.3192,1.199,6.0,19.0,0.69,6.15,438.0,68.173
Kepler-41 b,Kepler-41,0.03101,14.46,177.98,0.33,0.0,2036.749,1790.0,1093.08
Kepler-410 A b,Kepler-410 A,0.1226,2.838,8.44,2.03,0.17,159.5,866.0,147.527
Kepler-411 b,Kepler-411,0.0375,2.401,25.6,10.3,0.146,201.3,1138.0,153.676
Kepler-411 c,Kepler-411,0.0739,4.421,26.4,1.7,0.108,56.0,838.0,153.676
Kepler-411 d,Kepler-411,0.279,3.319,15.2,2.3,0.128,3.9,410.0,153.676
Kepler-412 b,Kepler-412,0.02897,15.031269,299.07803,0.52,0.0038,2144.307,1850.0,1086.24
Kepler-414 b,Kepler-414,0.0543,1.71,3.5,3.85,0.0,241.171,1024.0,413.46
Kepler-414 c,Kepler-414,0.07195,3.01,29.9,6.02,0.0,137.086,890.0,413.46
Kepler-415 c,Kepler-415,0.0695,2.01,4.7,3.18,0.0,26.237,543.0,530.487
Kepler-416 b,Kepler-416,0.0674,2.48,58.2,21.0,0.0,224.089,986.0,690.819
Kepler-416 c,Kepler-416,0.10454,2.352,6.13,2.59,0.0,93.072,791.0,690.819
Kepler-416 d,Kepler-416,0.0407,1.61,3.22,4.24,0.0,583.25,1253.0,690.819
Kepler-417 b,Kepler-417,0.1006,2.31,11.0,4.9,0.0,43.624,671.0,973.989
Kepler-417 c,Kepler-417,0.1194,2.69,7.7,2.17,0.0,30.968,616.0,973.989
Kepler-418 c,Kepler-418,0.10632,5.22108654,23.7,0.915,0.0,107.6,835.0,1002.53
Kepler-419 b,Kepler-419,0.37,10.8,794.5,3.5,0.833,37.416,613.0,1011.36
Kepler-42 b,Kepler-42,0.0116,0.78,0.705944,0.15,0.04,22.388,519.0,40.0595
Kepler-42 d,Kepler-42,0.0154,0.57,0.357785,0.55,0.02,12.538,450.0,40.0595
Kepler-421 b,Kepler-421,1.219,4.16,16.1,1.23,0.041,0.2,185.0,348.558
Kepler-422 b,Kepler-422,0.082,12.89,136.66,0.38,0.0,264.983,1028.0,722.795
Kepler-423 b,Kepler-423,0.03585,13.361,189.101,0.459,0.019,649.148,1605.0,758.753
Kepler-424 b,Kepler-424,0.044,9.98,327.35,1.94,0.0,470.754,1116.0,698.646
Kepler-425 b,Kepler-425,0.0464,10.962,79.45,0.27,0.33,229.036,1070.0,646.647
Kepler-426 b,Kepler-426,0.0414,12.22,108.06,0.26,0.18,410.723,1300.0,843.695
Kepler-427 b,Kepler-427,0.091,13.79,92.17,0.16,0.57,208.721,1100.0,1017.8
Kepler-428 b,Kepler-428,0.0433,12.11,403.63,1.02,0.22,195.088,1070.0,686.284
Kepler-430 b,Kepler-430,0.2244,3.25,10.6,1.7,0.0,40.844,667.0,917.477
Kepler-430 c,Kepler-430,0.4757,1.75,3.71,3.8,0.0,9.096,458.0,917.477
Kepler-431 b,Kepler-431,0.0719,0.764,0.37,4.56,0.0,577.545,1032.0,486.546
Kepler-431 c,Kepler-431,0.0847,0.668,0.229,4.22,0.0,415.545,951.0,486.546
Kepler-431 d,Kepler-431,0.1045,1.11,1.41,5.67,0.0,272.838,856.0,486.546
Kepler-433 b,Kepler-433,0.0679,16.25,896.24,1.13,0.119,1682.66,1776.0,1878.31
Kepler-434 b,Kepler-434,0.1143,12.67,908.96,2.4,0.131,158.285,1000.0,1222.54
Kepler-436 b,Kepler-436,0.339,2.73,7.9,2.13,0.19,1.69,322.0,588.867
Kepler-436 c,Kepler-436,0.11452,2.33,6.04,2.62,0.0,14.52,503.0,588.867
Kepler-437 b,Kepler-437,0.288,2.14,5.22,2.93,0.02,2.15,308.0,304.0
Kepler-438 b,Kepler-438,0.166,1.12,1.46,5.71,0.03,1.4,288.0,195.94287175
Kepler-439 b,Kepler-439,0.563,2.24,5.65,2.76,0.03,1.83,291.0,757.048
Kepler-44 b,Kepler-44,0.0446,12.22,317.82,0.93,0.066,1109.223,1544.0,1188.0
Kepler-440 b,Kepler-440,0.242,1.86,4.12,3.52,0.34,1.2,229.0,301.03
Kepler-441 b,Kepler-441,0.64,1.64,3.33,4.15,0.1,0.21,189.0,268.003
Kepler-442 b,Kepler-442,0.409,1.34,2.36,5.39,0.04,0.66,241.0,365.965
Kepler-443 b,Kepler-443,0.495,2.33,6.04,2.62,0.11,0.86,233.0,802.271
Kepler-444 b,Kepler-444,0.04178,0.403,0.0374,3.14,0.16,225.735,938.0,36.4396
Kepler-444 c,Kepler-444,0.04881,0.497,0.0793,3.55,0.31,165.73,868.0,36.4396
Kepler-444 d,Kepler-444,0.06,0.53,0.2,7.9,0.18,109.638,783.0,36.4396
Kepler-444 e,Kepler-444,0.0696,0.546,0.1,4.8,0.1,81.344,727.0,36.4396
Kepler-444 f,Kepler-444,0.0811,0.741,0.332,4.48,0.29,59.915,673.0,36.4396
Kepler-445 b,Kepler-445,0.0217,1.58,3.12,4.35,0.0,17.657,401.0,127.201
Kepler-445 c,Kepler-445,0.0301,2.51,6.85,2.38,0.0,9.177,341.0,127.201
Kepler-445 d,Kepler-445,0.0439,1.25,2.1,5.91,0.0,4.314,305.0,127.201
Kepler-446 b,Kepler-446,0.0182,1.5,2.86,4.66,0.0,16.213,648.0,96.339
Kepler-446 c,Kepler-446,0.0283,1.11,1.41,5.67,0.0,6.705,520.0,96.339
Kepler-446 d,Kepler-446,0.0403,1.35,2.39,5.34,0.0,3.307,436.0,96.339
Kepler-447 b,Kepler-447,0.0769,18.49,435.41,0.4,0.123,119.039,882.0,268.041
Kepler-449 b,Kepler-449,0.1027,2.056,4.88,3.09,0.03,167.41,917.0,241.949
Kepler-449 c,Kepler-449,0.1979,2.764,8.07,2.1,0.05,45.09,661.0,241.949
Kepler-45 b,Kepler-45,0.03,10.76,160.497,0.8,0.11,68.37,1000.0,381.949
Kepler-450 b,Kepler-450,0.20092,6.14,19.4,0.75,0.02,94.325,769.0,455.982
Kepler-450 c,Kepler-450,0.13351,2.62,12.5,8.8,0.02,213.731,944.0,455.982
Kepler-452 b,Kepler-452,1.046,1.63,3.29,4.17,0.0,1.1,265.0,551.727
Kepler-454 b,Kepler-454,0.09528,2.37,5.4,2.23,0.32,117.7,916.0,230.869
Kepler-457 d,KOI-7892,0.0996,2.98467257,9.19,1.9,0.0,244.47,1008.0,1072.3
Kepler-458 c,KIC 9663113,0.17012,4.2,16.4,1.22,0.0,279.787,798.0,1594.74
Kepler-46 d,Kepler-46,0.067,1.64,3.33,4.15,0.0,92.346,845.0,777.06
Kepler-460 c,KIC 5437945,0.75318,5.52,26.1,0.853,0.0,7.4,389.0,1274.01
Kepler-461 b,Kepler-461,0.07895,2.58,7.18,2.3,0.0,254.906,886.0,692.158
Kepler-462 b,Kepler-462,0.4172,3.0,53.9,9.3,0.042,31.269,611.0,596.625
Kepler-462 c,Kepler-462,0.7584,4.0,6.0,0.4,0.11,9.97,453.0,596.625
Kepler-463 b,Kepler-463,0.07925,3.05,9.53,1.85,0.0,166.039,880.0,394.804
Kepler-464 b,Kepler-464,0.07931,3.3,10.9,1.67,0.0,495.005,1163.0,667.604
Kepler-465 b,Kepler-465,0.09195,2.95,9.01,1.93,0.0,227.82,996.0,553.077
Kepler-466 b,Kepler-466,0.26769,2.85,8.5,2.02,0.0,12.5,503.0,530.122
Kepler-466 c,Kepler-466,0.04658,1.25,2.1,5.91,0.0,410.4,1206.0,530.122
Kepler-467 b,Kepler-467,0.16848,2.25,5.69,2.74,0.0,72.749,712.0,466.265
Kepler-472 b,Kepler-472,0.04823,3.22,10.5,1.73,0.0,139.236,876.0,306.602
Kepler-473 b,Kepler-473,0.12048,4.08,15.6,1.26,0.0,243.376,879.0,905.937
Kepler-474 b,Kepler-474,0.06092,3.06,9.59,1.84,0.0,671.064,1115.0,841.496
Kepler-475 b,Kepler-475,0.03989,2.49,6.76,2.41,0.0,215.462,980.0,280.069
Kepler-476 b,Kepler-476,0.1126,3.08,9.69,1.82,0.0,100.09,807.0,813.535
Kepler-477 b,Kepler-477,0.0911,2.07,4.94,3.06,0.0,38.71,649.0,367.0
Kepler-478 b,Kepler-478,0.1032,2.71,7.8,2.15,0.0,39.56,640.0,420.0
Kepler-479 b,Kepler-479,0.09636,2.12,5.14,2.96,0.0,37.753,649.0,344.901
Kepler-48 b,Kepler-48,0.05394,1.88,3.94,3.23,0.0,173.12,932.0,306.738
Kepler-48 c,Kepler-48,0.08633,2.71,14.61,4.01,0.0,67.593,736.0,306.738
Kepler-48 d,Kepler-48,0.23302,2.04,7.93,5.08,0.0,9.292,448.0,306.738
Kepler-480 b,Kepler-480,0.06024,2.78,8.15,2.08,0.0,764.078,1312.0,847.508
Kepler-481 b,Kepler-481,0.08926,2.5,6.8,2.39,0.0,183.842,899.0,813.724
Kepler-482 b,Kepler-482,0.25787,2.36,6.17,2.58,0.0,4.436,352.0,313.068
Kepler-483 b,Kepler-483,0.19471,3.21,10.4,1.73,0.0,61.495,755.0,860.355
Kepler-484 b,Kepler-484,0.09036,2.28,5.82,2.7,0.0,90.629,766.0,382.136
Kepler-487 c,Kepler-487,0.21864,2.68,7.65,2.18,0.0,15.038,487.0,872.343
Kepler-487 d,Kepler-487,0.03445,2.77513568,8.12,2.09,0.0,550.8,1226.0,872.343
Kepler-489 b,Kepler-489,0.12109,7.72,46.1,0.551,0.0,20.618,538.0,369.645
Kepler-49 b,Kepler-49,0.05929,2.579,9.77,3.082111,0.0,21.481,509.0,311.222
Kepler-49 c,Kepler-49,0.07821,2.444,8.38,3.109679,0.008,12.341,443.0,311.222
Kepler-49 d,Kepler-49,0.031,1.6,235.982,20.0,0.0,64.39,717.0,311.222
Kepler-49 e,Kepler-49,0.116,1.56,1.03815,0.046,0.0,6.063,371.0,311.222
Kepler-491 b,Kepler-491,0.05191,8.92,59.0,0.457,0.0,312.514,1111.0,630.785
Kepler-495 b,Kepler-495,0.0427,5.23,23.8,0.914,0.0,310.021,1200.0,658.924
Kepler-495 c,Kepler-495,0.0614,1.21936414,1.98,6.0,0.0,108.13,1000.0,658.924
Kepler-496 b,Kepler-496,0.0747,2.32,5.99,2.64,0.0,62.926,747.0,605.274
Kepler-497 b,Kepler-497,0.0457,6.04,30.4,0.758,0.0,1129.272,1210.0,1291.98
Kepler-498 b,Kepler-498,0.0897,3.03,9.43,1.86,0.0,202.775,931.0,938.844
Kepler-499 b,Kepler-499,0.0598,2.17,5.35,2.88,0.0,148.456,844.0,556.726
Kepler-5 b,Kepler-5,0.0538,15.984034,670.93913,0.4,0.0,1822.758,1750.0,899.777
Kepler-50 b,Kepler-50,0.077,1.71,8.9,6.04982,0.0,494.705,1196.0,250.11
Kepler-50 c,Kepler-50,0.087,2.17,8.2,9.249213,0.0,388.444,1125.0,250.11
Kepler-500 b,Kepler-500,0.08361,2.58,7.18,2.3,0.0,193.68,909.0,807.48
Kepler-501 b,Kepler-501,0.0627,4.3,17.1,1.18,0.0,324.856,1125.0,1125.24
Kepler-501 c,Kepler-501,0.0467,1.68119739,3.47,4.01,0.0,683.84,1304.0,1125.24
Kepler-502 b,Kepler-502,0.0535,4.77,20.4,1.03,0.0,859.509,1217.0,1591.04
Kepler-504 b,Kepler-504,0.0646,1.59,3.15,4.31,0.0,5.991,374.0,99.0688
Kepler-505 b,Kepler-505,0.1445,2.6,7.27,2.27,0.0,3.641,314.0,283.41
Kepler-506 b,Kepler-506,0.07437,2.73,7.9,2.13,0.0,330.547,1080.0,228.439
Kepler-507 b,Kepler-507,0.04781,1.3,5.69692195,14.828486,0.0,877.327,1407.0,391.644
Kepler-508 b,Kepler-508,0.17274,1.64,3.33,4.15,0.0,60.372,710.0,324.618
Kepler-509 b,Kepler-509,0.23702,2.49,6.76,2.41,0.0,28.481,584.0,332.443
Kepler-51 b,Kepler-51,0.2514,7.1,2.1,0.03,0.04,10.119,543.0,783.831
Kepler-51 c,Kepler-51,0.384,9.0,4.0,0.03,0.014,4.331,439.0,783.831
Kepler-51 d,Kepler-51,0.509,9.7,7.6,0.046,0.008,2.466,381.0,783.831
Kepler-510 b,Kepler-510,0.1352,2.47,6.66,2.43,0.0,114.389,797.0,386.177
Kepler-511 b,Kepler-511,0.85672,6.35,33.1,0.71,0.0,4.208,332.0,651.999
Kepler-511 c,Kepler-511,0.17177,4.20964327,16.5,1.22,0.0,101.6,742.0,651.999
Kepler-512 b,Kepler-512,0.21395,2.69,7.7,2.17,0.0,32.329,652.0,467.375
Kepler-513 b,Kepler-513,0.1779,2.2,5.48,2.83,0.0,36.527,623.0,468.258
Kepler-514 b,Kepler-514,0.06559,1.72,3.61,3.9,0.0,506.412,1248.0,455.336
Kepler-515 b,Kepler-515,0.1333,1.46,2.73,4.82,0.0,47.97,564.0,255.0
Kepler-516 b,Kepler-516,0.1992,5.74,27.9,0.811,0.0,174.58,1095.0,687.094
Kepler-517 b,Kepler-517,0.28682,2.67,7.61,2.2,0.0,10.555,467.0,289.907
Kepler-518 b,Kepler-518,0.07996,2.11,5.1,2.98,0.0,133.317,839.0,337.901
Kepler-519 b,Kepler-519,0.15932,2.1,5.06,3.0,0.0,19.87,532.0,246.61
Kepler-52 b,Kepler-52,0.0637,2.1,135.0,3.35,0.0,22.72,553.0,321.542
Kepler-52 c,Kepler-52,0.10379,1.84,45.4,20.0,0.012,8.55,433.0,321.542
Kepler-52 d,Kepler-52,0.182,1.95,88.8775,18.0,0.0,2.945,332.0,321.542
Kepler-520 b,Kepler-520,0.14628,1.66,3.39,4.07,0.0,59.77,711.0,623.901
Kepler-520 c,Kepler-520,0.06035,1.07,1.24,5.56,0.0,351.69,1107.0,623.901
Kepler-521 b,Kepler-521,0.17116,3.18,10.2,1.74,0.0,160.612,803.0,830.638
Kepler-522 b,Kepler-522,0.25029,6.91,38.2,0.636,0.0,63.855,761.0,639.239
Kepler-523 b,Kepler-523,0.06159,1.96,4.5,3.28,0.0,149.135,884.0,253.295
Kepler-524 b,Kepler-524,0.07955,1.91,4.31,3.4,0.0,434.237,974.0,1058.24
Kepler-524 c,Kepler-524,0.03046,0.96,0.84,5.22,0.0,2959.338,1574.0,1058.24
Kepler-525 b,Kepler-525,0.14386,2.63,7.41,2.24,0.0,176.232,832.0,992.852
Kepler-526 b,Kepler-526,0.06518,1.99,4.62,3.22,0.0,584.354,1099.0,666.146
Kepler-527 b,Kepler-527,0.11646,2.84,8.45,2.03,0.0,147.046,1157.0,750.04
Kepler-528 b,Kepler-528,0.14219,2.08,4.98,3.04,0.0,68.971,708.0,784.23
Kepler-529 b,Kepler-529,0.0309,1.86,4.12,3.52,0.0,1808.41,1662.0,799.008
Kepler-529 c,Kepler-529,0.1075,2.0,4.66,3.2,0.0,149.42,891.0,799.008
Kepler-529 d,Kepler-529,0.2134,2.79502603,8.22,2.07,0.0,37.92,633.0,799.008
Kepler-53 b,Kepler-53,0.1361,2.89,111.0,1.18,0.0,60.997,701.0,1366.07
Kepler-53 c,Kepler-53,0.22091,3.17,36.0,0.92,0.0,23.176,550.0,1366.07
Kepler-53 d,Kepler-53,0.091,2.12,37.1907,1.4,0.0,144.852,870.0,1366.07
Kepler-530 b,Kepler-530,0.21491,3.01,9.32,1.88,0.0,14.238,488.0,457.709
Kepler-531 b,Kepler-531,0.17446,2.78,8.15,2.08,0.0,10.007,453.0,252.762
Kepler-532 b,Kepler-532,0.10151,2.57,7.13,2.31,0.0,34.089,620.0,312.798
Kepler-533 b,Kepler-533,0.16704,3.38,11.4,1.62,0.0,8.769,423.0,302.955
Kepler-534 b,Kepler-534,0.1272,2.24,5.65,2.76,0.0,63.95,721.0,570.659
Kepler-534 c,Kepler-534,0.0761,1.227,2.02,6.01,0.0,178.68,933.0,570.659
Kepler-535 b,Kepler-535,0.06011,2.36,6.17,2.58,0.0,601.891,1247.0,685.599
Kepler-536 b,Kepler-536,0.02835,3.1,9.8,1.81,0.0,892.812,1877.0,462.322
Kepler-537 b,Kepler-537,0.04317,1.41,2.57,5.04,0.0,442.522,1181.0,439.4
Kepler-538 b,Kepler-538,0.3554,2.215,12.9,6.5,0.21,5.07,417.0,155.956
Kepler-539 b,Kepler-539,0.4988,8.373123,308.2951,2.9,0.39,3.681,387.6,307.318
Kepler-54 b,Kepler-54,0.0619,2.1,0.98,0.76,0.022,12.357,453.0,271.701
Kepler-54 c,Kepler-54,0.0809,1.23,0.7,2.376368,0.0,3.07,395.0,271.701
Kepler-54 d,Kepler-54,0.126,1.53,12.0946,9.2,0.0,3.425,328.0,271.701
Kepler-540 b,Kepler-540,0.58822,2.71,7.8,2.15,0.0,4.525,355.0,390.374
Kepler-541 b,Kepler-541,0.06447,3.36,11.2,1.62,0.0,1452.904,1673.0,1060.68
Kepler-542 b,Kepler-542,0.10703,1.57,3.09,4.39,0.0,61.573,698.0,436.016
Kepler-543 b,Kepler-543,0.1023,2.5,6.8,2.39,0.0,23.081,521.0,221.802
Kepler-544 b,Kepler-544,0.15482,2.12,5.14,2.96,0.0,126.031,748.0,963.18
Kepler-545 b,Kepler-545,0.11248,2.69,7.7,2.17,0.0,101.143,806.0,818.001
Kepler-546 b,Kepler-546,0.0502,7.0,39.1,0.626,0.0,690.13,1258.0,1019.65
Kepler-547 b,Kepler-547,0.058,4.0,15.1,1.3,0.0,87.713,768.0,378.972
Kepler-549 b,Kepler-549,0.23236,2.57,11.0,1.9,0.0,9.549,487.0,635.145
Kepler-549 c,Kepler-549,0.45332,2.93,8.91,1.95,0.0,2.51,349.0,635.145
Kepler-549 d,Kepler-549,0.1575,4.2,16.4,1.22,0.0,27.93,586.0,635.145
Kepler-55 b,Kepler-55,0.1593,2.43,43.0,16.5,0.0,6.642,400.0,578.796
Kepler-55 d,Kepler-55,0.029,1.59,3.15,4.31,0.0,195.005,931.0,578.796
Kepler-55 e,Kepler-55,0.048,1.55,3.02,4.46,0.0,73.157,728.0,578.796
Kepler-55 f,Kepler-55,0.081,1.59,3.15,4.31,0.0,25.438,559.0,578.796
Kepler-550 b,Kepler-550,0.0747,4.42,17.9,1.14,0.0,77.258,760.0,531.944
Kepler-551 b,Kepler-551,0.0893,2.73,7.9,2.13,0.0,14.386,483.0,311.175
Kepler-552 b,Kepler-552,0.0612,3.95,14.8,1.32,0.0,358.994,1103.0,843.689
Kepler-554 b,Kepler-554,0.03022,4.29,17.0,1.18,0.0,877.945,1346.0,690.525
Kepler-555 b,Kepler-555,0.1201,2.83,8.4,2.04,0.0,129.374,664.0,973.121
Kepler-556 b,Kepler-556,0.09833,2.24,5.65,2.76,0.0,81.641,766.0,674.598
Kepler-557 b,Kepler-557,0.0469,2.67,7.61,2.2,0.0,2885.663,1281.0,2097.12
